school_id,ipgroup_name,ipgroup_id,nfa_uuid,date,daily_95th_percentile_mbps,direction,data_points_daily
1419,院校069_B站_V6,2500143,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1417,院校067_B站_V4,2500138,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1417,院校067_B站_V6,2500139,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1409,院校059_B站_V6,2500123,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1408,院校058_B站_V6,2500121,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1412,院校062_B站_V6,2500129,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1412,院校062_B站_V4,2500128,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1399,院校049_B站_V4,2500102,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1406,院校056_B站_V6,2500117,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1406,院校056_B站_V4,2500116,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1430,院校080_B站_V6,2500165,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1427,院校077_B站_V6,2500159,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1453,院校103_B站_V4,2500210,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1448,院校098_B站_V6,2500201,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1449,院校099_B站_V6,2500203,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1460,院校110_B站_V6,2500225,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1453,院校103_B站_V6,2500211,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1456,院校106_B站_V6,2500217,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1458,院校108_B站_V6,2500221,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1468,院校118_B站_V6,2500241,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1471,院校121_B站_V6,2500247,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1472,院校122_B站_V6,2500249,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
1473,院校123_B站_V4,2500250,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,0.0,both,288
